ID_Cod,Proprietario_Nome,Proprietario_DatasExtremas,Proprietario_Titulo,Proprietario_Titulo_DatasExtremas,TipoDoc,Descricao,Obra,AtribuicaoAlternatObra,Sinopse_Obra,ProbAtribObra,GenLit_Descricao,TradicaoIntelectual_Obra,AtribuicaoAlternatAutor,Nome_Autor,BioAbreviada_Autor,EstatutoAutor,NumCopias,OrigemGeografica_Autor,LocalNasc_Autor,Latitude_Autor,Longitude_Autor,Expr1010,CatLit_Descricao,ProbAtribAutor,EpocaHistorica_Autor,DataNasc_Autor,DataMorte_Autor,Idioma
FER041,D. Fernando,1402-1433,Mestre de Avis,?-?,Testamento,O livro da reynha Dona Helisabeth,Vida de Santa Isabel,,,,Hagiografia,,,Por classificar,,,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Espiritualidade e religiosidade,,Indeterminada,,,
FER017,D. Fernando,1402-1433,Mestre de Avis,?-?,Testamento,huum livro de linguagem que chamam Estimullo Amoris,Estímulo do Amor,,,,Por classificar,,,Por classificar,,,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Por classificar,,Indeterminada,,,
FER006,D. Fernando,1402-1433,Mestre de Avis,?-?,Testamento,huum Evangeliorum,Evangeliário,,,,Liturgia,,,Anónimo (Geral),,,1,Desconhecido,Desconhecido,Não Aplicável,Não Aplicável,,Espiritualidade e religiosidade,,Baixa Idade Média (XIV-XV),,,
FER037,D. Fernando,1402-1433,Mestre de Avis,?-?,Testamento,huum livro de canto d'orgom,Antifonário de Ofício,,,,Liturgia,,,Anónimo (Geral),,Autor,1,Desconhecido,Desconhecido,Não Aplicável,Não Aplicável,,Espiritualidade e religiosidade,,Baixa Idade Média (XIV-XV),,,
FER009,D. Fernando,1402-1433,Mestre de Avis,?-?,Testamento,outro caderno do officio do Corpo de Deus,Livro de Ofícios do Corpo de Deus,,,,Liturgia,,,Anónimo (Geral),,,1,Desconhecido,Desconhecido,Não Aplicável,Não Aplicável,,Espiritualidade e religiosidade,,Baixa Idade Média (XIV-XV),,,
FER044,D. Fernando,1402-1433,Mestre de Avis,?-?,Testamento,livro dos Moraes de Sam Gregorio,Moral em Job,,,,Espiritualidade cristã,,,"Gregório I, Papa",,,1,Península Itálica,Roma,41° 53′ 24″ N,12° 28′ 58″ E,,Espiritualidade e religiosidade,,Antiguidade Tardia (III-VIII),,,
FER045,D. Fernando,1402-1433,Mestre de Avis,?-?,Testamento,huum livro per latim das Collaçõoes dos Padres,Colações dos Padres (Collationes Patrum),,,,Espiritualidade cristã,Monaquismo oriental primitivo,,João Cassiano (Johannes Cassianus),,,1,Europa de Leste,Scythia Menor (atual Dobruja),44° 19′ 0″ N,28° 30′ 0″ E,,Espiritualidade e religiosidade,,Antiguidade Tardia (III-VIII),,,
FER001,D. Fernando,1402-1433,Mestre de Avis,?-?,Testamento,Missal,Missal,,,,Liturgia,,,Anónimo (Geral),,,1,Desconhecido,Desconhecido,Não Aplicável,Não Aplicável,,Espiritualidade e religiosidade,,Baixa Idade Média (XIV-XV),,,
FER002,D. Fernando,1402-1433,Mestre de Avis,?-?,Testamento,Bíblia,Bíblia [Completa],,,,Bíblia / Escrituras,,,Anónimo (Antiguidade Clássica),,Autor,1,Desconhecido,Desconhecido,Não Aplicável,Não Aplicável,,Espiritualidade e religiosidade,,Antiguidade Clássica (V aC-III),,,
FER003,D. Fernando,1402-1433,Mestre de Avis,?-?,Testamento,Lenda Dourada,Lenda Dourada (Legenda Aurea),,,,Hagiografia,,,Tiago de Voragine (Jacobus de Voragine),,,1,Península Itálica,Varazze,44° 21′ 0″ N,8° 34′ 0″ E,,Espiritualidade e religiosidade,,Idade Média Central (XI-XIII),,,
FER004,D. Fernando,1402-1433,Mestre de Avis,?-?,Testamento,huum livro de preegações de frey Vicente per linguagem,Livro de Orações (genérico),,,,Homilética,,,Anónimo (Geral),,,1,Desconhecido,Desconhecido,Não Aplicável,Não Aplicável,,Espiritualidade e religiosidade,,Baixa Idade Média (XIV-XV),,,
FER008,D. Fernando,1402-1433,Mestre de Avis,?-?,Testamento,huum quaderno do officio da Victoria,Livro de Ofícios da Vitória,,,,Liturgia,,,Anónimo (Geral),,,1,Desconhecido,Desconhecido,Não Aplicável,Não Aplicável,,Espiritualidade e religiosidade,,Baixa Idade Média (XIV-XV),,,
FER007,D. Fernando,1402-1433,Mestre de Avis,?-?,Testamento,huum caderno de canto de Santa Maria das Neves,Antifonário de Ofício,,,,Liturgia,,,Anónimo (Geral),,Autor,1,Desconhecido,Desconhecido,Não Aplicável,Não Aplicável,,Espiritualidade e religiosidade,,Baixa Idade Média (XIV-XV),,,
FER016,D. Fernando,1402-1433,Mestre de Avis,?-?,Testamento,huum livro das meditaçõoes de Sam Bernardo,Meditações,,,,Espiritualidade cristã,Patrística ocidental,,Bernardo de Claraval,,,1,França,Fontaines-lès-Dijon,47° 21′ 28″ N,5° 2′ 5″ E,,Espiritualidade e religiosidade,,Idade Média Central (XI-XIII),,,
FER010,D. Fernando,1402-1433,Mestre de Avis,?-?,Testamento,outro quaderno de beenzer as huuas,Livro de Ofícios da Bendição das Uvas,,,,Liturgia,,,Anónimo (Geral),,,1,Desconhecido,Desconhecido,Não Aplicável,Não Aplicável,,Espiritualidade e religiosidade,,Baixa Idade Média (XIV-XV),,,
FER011,D. Fernando,1402-1433,Mestre de Avis,?-?,Testamento,outro caderno do officio de Santa Helisabeth,Livro de Ofícios de Santa Isabel,,,,Liturgia,,,Anónimo (Geral),,,1,Desconhecido,Desconhecido,Não Aplicável,Não Aplicável,,Espiritualidade e religiosidade,,Baixa Idade Média (XIV-XV),,,
FER012,D. Fernando,1402-1433,Mestre de Avis,?-?,Testamento,O livro das collaçõoes dos padres,Colações dos Padres (Collationes Patrum),,,,Espiritualidade cristã,Monaquismo oriental primitivo,,João Cassiano (Johannes Cassianus),,,1,Europa de Leste,Scythia Menor (atual Dobruja),44° 19′ 0″ N,28° 30′ 0″ E,,Espiritualidade e religiosidade,,Antiguidade Tardia (III-VIII),,,
FER013,D. Fernando,1402-1433,Mestre de Avis,?-?,Testamento,Estatuta Monacorum,Estabelecimentos dos Mosteiros,,,,Regras monásticas,,,João Cassiano (Johannes Cassianus),,,1,Europa de Leste,Scythia Menor (atual Dobruja),44° 19′ 0″ N,28° 30′ 0″ E,,Espiritualidade e religiosidade,,Antiguidade Tardia (III-VIII),,,
FER014,D. Fernando,1402-1433,Mestre de Avis,?-?,Testamento,os sermõoes de Santo Augustinho per latim,Sermonário,,,,Homilética,,,Agostinho de Hipona (Augustinus),,,1,Norte de África,Tagaste (atual Souk Ahras),36° 17′ 0″ N,7° 57′ 0″ E,,Espiritualidade e religiosidade,,Antiguidade Tardia (III-VIII),,,
FER015,D. Fernando,1402-1433,Mestre de Avis,?-?,Testamento,huum livro de linguagem que chamam Rosal d'Amor,Rosal de Amor,,,,Por classificar,,,Anónimo (Geral),,,1,Desconhecido,Desconhecido,Não Aplicável,Não Aplicável,,Por classificar,,Baixa Idade Média (XIV-XV),,,
FER005,D. Fernando,1402-1433,Mestre de Avis,?-?,Testamento,huum livro que chamam Crimaco,Escada Espiritual,,,,Espiritualidade cristã,,,João Clímaco,,,1,Próximo Oriente,Síria,35° 0′ 0″ N,38° 0′ 0″ E,,Espiritualidade e religiosidade,,Antiguidade Tardia (III-VIII),,,
FER046,D. Fernando,1402-1433,Mestre de Avis,?-?,Testamento,huum livro per latim (…) Estatuta Monacorum,Estabelecimentos dos Mosteiros,,,,Regras monásticas,,,João Cassiano (Johannes Cassianus),,,1,Europa de Leste,Scythia Menor (atual Dobruja),44° 19′ 0″ N,28° 30′ 0″ E,,Espiritualidade e religiosidade,,Antiguidade Tardia (III-VIII),,,
FER047,D. Fernando,1402-1433,Mestre de Avis,?-?,Testamento,huum livro de linguagem que chamam Hermo Spiritual,Ermo Espiritual,,,,Por classificar,,,Anónimo (Geral),,,1,Desconhecido,Desconhecido,Não Aplicável,Não Aplicável,,Por classificar,,Baixa Idade Média (XIV-XV),,,
FER048,D. Fernando,1402-1433,Mestre de Avis,?-?,Testamento,huum brivyayro,Breviário (geral),,,,Liturgia,,,Anónimo (Geral),,,1,Desconhecido,Desconhecido,Não Aplicável,Não Aplicável,,Espiritualidade e religiosidade,,Baixa Idade Média (XIV-XV),,,
FER043,D. Fernando,1402-1433,Mestre de Avis,?-?,Testamento,huum [livro pequeno d'orações](…) de papel cubertos de velludo preto,Livro de Orações (genérico),,,,Liturgia,,,Anónimo (Geral),,,1,Desconhecido,Desconhecido,Não Aplicável,Não Aplicável,,Espiritualidade e religiosidade,,Baixa Idade Média (XIV-XV),,,
JOA018A,D. João I,1358-1433,Rei de Portugal,1385-1433,Por classificar,Evangelhos,Evangeliário,,,,Bíblia / Escrituras,,,Anónimo (Antiguidade Clássica),,Por classificar,1,Desconhecido,Desconhecido,Não Aplicável,Não Aplicável,,Espiritualidade e religiosidade,Indisputada,Antiguidade Clássica (V aC-III),,,
JOA018B,D. João I,1358-1433,Rei de Portugal,1385-1433,Por classificar,Atos dos Apóstolos,Atos dos Apóstolos,,,,Bíblia / Escrituras,Textos sagrados,,Anónimo (Antiguidade Clássica),,Por classificar,1,Desconhecido,Desconhecido,Não Aplicável,Não Aplicável,,Espiritualidade e religiosidade,Indisputada,Antiguidade Clássica (V aC-III),,,
JOA017B,D. João I,1358-1433,Rei de Portugal,1385-1433,Por classificar,Historia da Bíblia,Historia Scholastica,,,,Historiografia,,,Pedro O Comedor (Petrus Comestor),,Por classificar,1,França,Troyes,48° 18′ 0″ N,4° 5′ 0″ E,,História,,Idade Média Central (XI-XIII),,,
JOA017A,D. João I,1358-1433,Rei de Portugal,1385-1433,Por classificar,História geral,Historia Geral de Espanha,,,,Historiografia,,,Rodrigo Jiménez de Rada,,Por classificar,1,Península Ibérica,Puente la Reina,42° 40′ 0″ N,1° 46′ 0″ W,,História,,Idade Média Central (XI-XIII),,,
JOA016,D. João I,1358-1433,Rei de Portugal,1385-1433,Por classificar,Estoria geral,Historia Geral de Espanha,,,,Historiografia,,,Rodrigo Jiménez de Rada,,Por classificar,1,Península Ibérica,Puente la Reina,42° 40′ 0″ N,1° 46′ 0″ W,,História,,Idade Média Central (XI-XIII),,,
JOA015,D. João I,1358-1433,Rei de Portugal,1385-1433,Por classificar,"Bíblia, ganhada aos Castelhanos",Bíblia [Completa],,,,Bíblia / Escrituras,,,Anónimo (Antiguidade Clássica),,Autor,1,Desconhecido,Desconhecido,Não Aplicável,Não Aplicável,,Espiritualidade e religiosidade,Indisputada,Antiguidade Clássica (V aC-III),,,
JOA014,D. João I,1358-1433,Rei de Portugal,1385-1433,Por classificar,Livro das Trovas do Rei Dom Diniz,Livro das Trovas de D. Dinis,,,,Poesia lírica,Lírica peninsular,,"Dinis (D.), Rei de Portugal",,Por classificar,1,Península Ibérica (Portugal),Lisboa,38° 42′ 49″ N,9° 8′ 21″ W,,Poesia,,Idade Média Central (XI-XIII),,,
JOA013,D. João I,1358-1433,Rei de Portugal,1385-1433,Por classificar,"Codigo, com o Commento de Cino da Pistóia",Comentário de Cino de Pistóia ao Código [de Justiniano],Não aplicável,"A sua obra principal, o comentário que realizou ao Códice de Justiniano (no original, Lectura in Codicem ou Lectura super codicem), data de 1314. Constitui um profundo e volumoso comentário em latim aos primeiros nove livros da coleção de leis imperiais que foi promulgada em 529, emendada e de novo promulgada em 534. Na sua composição, o autor utilizou extensivamente os pensamentos de juristas renomados como Pierre de Belleperche e Dino de Mugello. Embora a obra tenha sido alvo de críticas devido à sua abordagem metodológica, que parecia incorporar visões francesas, foi também altamente valorizada a contribuição sinóptica dada ao direito romano. Serviu como manual de ensino e tem ainda a importância histórica de ser a base na qual os civilistas se apoiaram contra os decretalistas.",Indisputada,Direito,Direito romano,Não aplicável,Cino de Pistóia,"Guittoncino dei Sighibuldi (Pistoia, c. 1270 – Pistoia,1336/37), melhor conhecido pela abreviatura do seu nome de batismo — Cino —, começou por estudar direito em Pistoia, completando a sua educação com estudos avançados na Universidade de Bolonha, aí obtendo o doutoramento em 1314. Ocupou cargos em grandes universidades italianas, incluindo Bolonha, Siena, Florença, Perugia e Nápoles. Destacou-se, sobretudo, como professor de Direito Civil da Universidade de Bolonha. Demonstrou sempre um grande menosprezo pelo Direito Canónico e por tudo o que compunha a jurisprudência papal. Os seus ensinamentos formaram muitos juristas, incluindo o renomado Bartolo da Sassoferrato, que foi seu aluno em Perugia. Além da sua faceta de jurista, foi ainda um poeta celebrado, integrando o movimento dolce stil novo, a que pertenceram igualmente Dante Alighieri e Francesco Petrarca.",Autor,1,Península Itálica,Pistoia,43° 55′ 50.3″ N,10° 55′ 25.1″ E,Não aplicável,Jurídica,Indisputada,Baixa Idade Média (XIV-XV),c. 1270,1336/37,
JOA012,D. João I,1358-1433,Rei de Portugal,1385-1433,Por classificar,Bartolo,[Comentário de] Bártolo,Não aplicável,"A referência genérica ao livro – simplesmente identificado pelo nome do autor: «Bartolo» –, não permite uma identificação conclusiva acerca de qual seria, em concreto, a obra em causa, considerando os numerosos comentários deixados pelo jurisconsulto italiano ao «Corpus Iuris Civilis». Conhece-se a existência em Portugal de vários textos da sua autoria ou, pelo menos, que lhe são atribuíveis. Existiu um comentário seu na Livraria de D. João e dois na livraria de D. Duarte. possivelmente um dos quais o que pertencera ao seu pai. Num testamento de Mem Perez de Oliveira, deão da Sé de Évora, de 1407, são-lhe associados um «Tractatus de succesionibus ab intestato» e um «materium statutorum». Por sua vez, o Doutor Diogo Afonso de Mangancha, em 1447, possuía, entre outros livros, a «Segunda parte do Bartolo sobre o Esfforçado» e «os Bartolos ssobre o Digesto Novo». Já a livraria da universidade portuguesa continha, em 1513, sete volumes de «Bartolo antigo», dos quais cinco manuscritos e dois impressos, além de um seu «Comentário à segunda parte do Digesto Novo».",Indeterminada,Direito,Direito romano,Não aplicável,Bártolo de Saxoferrato,"Bartolus de Saxoferrato (Bartolo da Sassoferrato), nascido em 1313/14, em Sassoferrato, Estados Pontifícios, e falecido em 1357, em Perugia. Foi jurista e professor de direito. Estudou direito com Cino de Pistóia em Perugia e com Jaime de Belvisio, em Bolonha, onde obteve o doutoramento em direito civil em 1334. Após estudos privados adicionais, tornou-se professor de direito em Pisa em 1339 e, mais tarde, em Perugia, onde permaneceu até à sua morte, tendo ocupado aí a cátedra de direito, a partir de 1343. É conhecido por ter desenvolvido um método de aplicação do direito romano a problemas contemporâneos através do método escolástico. Em rutura com os seus predecessores - os glosadores -, que haviam trabalhado em Bolonha desde cerca de 1125, emergiu como a principal figura dos pós-glosadores, ou comentadores, um grupo de juristas do norte da Itália que, a partir de meados do século XIV, escreveram sobre o direito romano, entre os quais um grupo de juristas que seguiu o seu método e ficou conhecido como ""Bartolistas"" Ele e seus colegas utilizaram o Corpus Juris Civilis, na maioria compilado pelo imperador bizantino Justiniano I no século VI, como base para extrair amplos princípios jurídicos que pudessem ser aplicados à resolução de problemas contemporâneos na Europa do século XIV. Bártolo escreveu diversas doutrinas jurídicas de grande influência, especialmente sobre a autoridade governamental das cidades-estado e os direitos dos indivíduos e das corporações dentro delas. Esses e outros de seus princípios tornaram-se parte do direito comum na Itália e foram também reconhecidos como legislação em Espanha, Portugal e Alemanha. De resto, os comentários de Bártolo sobre o Corpus Juris Civilis foram, por vezes, considerados como uma autoridade equivalente à do próprio código. De Bártolo foi discípulo, em Perúgia, Baldo de Ubaldo (1327-1400), que viria a ser professor em Pádua, Perúgia e Pisa, e autor de vários comentários aos mais importantes textos civis e canónicos do seu tempo. A produção literária que está atribuída a Bártolo inclui «Comentários ao Digesto» (Antigo e Novo), «Comentários ao Códice de Justiniano», «Comentário às Instituições», «Comentários ao Esforçado», «Consilia, Quaestiones et Tractatus», «Sobre os Rios», «Opera omnia», «Sobre Insígnias e Armas», «Sobre a Tirania», «Sobre Guelfos e Gibelinos», «Sobre o Governo da Cidade», «Sobre os Tiranos» e «Sobre os Estatutos».",Autor,1,Península Itálica,Sassoferrato,43° 25′ 52″ N,12° 51′ 24″ E,Não aplicável,Jurídica,Indisputada,Baixa Idade Média (XIV-XV),1313/14,1357,
JOA011,D. João I,1358-1433,Rei de Portugal,1385-1433,Por classificar,Livro da Primeira Partida,Primeira Partida,Não aplicável,"Na corte de Afonso X levou-se a cabo a mais importante codificação medieval de leis. Em seu torno, agrupam-se dois monumentos jurídicos, sem importância literária, mas de interesse considerável, ou mesmo extraordinário, para a história do direito peninsular: as «Partidas», e o «Fuero Real». Regendo-se Portugal pelo direito romano, bem cedo textos jurídicos de Castela foram vertidos para português, pelo que as «Partidas» de Afonso X nos passaram a servir como fontes subsidiárias do direito, dada a necessidade de tornar acessível legislação que, entre nós, se oferecia apenas em textos latinos e castelhanos. O maior monumento legislativo e o código mais importante levado a cabo por Afonso X — «Sete Partidas» foi redigido provavelmente entre 1256 e 1265, tendo exercido enorme influência sabre os povos peninsulares. Este instrumento jurídico constitui um tratado completo de todo o direito, em particular do comum. Está dividido em 7 partes cujo conteúdo é o seguinte: «Primeira Partida» — Direito Eclesiástico; «Segunda Partida» — Direito Politico e Administrativo; «Terceira Partida» — Direito Processual; «Quarta Partida» — Direito de Família; «Quinta Partida» — Direito das Obrigações e Contratos; «Sexta Partida» — Direito das Sucessões; «Sétima Partida» — Direito Penal. Cedo foi traduzida esta obra em português, embora se desconheça quando, por quem e porquê. A tarefa de mandar traduzir obras do castelhano terá sido a não existência de um autêntico corpo legal disponível para a aplicação do direito. Já desde o início do século XIV, que as «Partidas» existiam entre nós em versão portuguesa. Delas possuímos, em versão integral, a «Primeira Partida» (proveniente de Alcobaça) e a «Terceira Partida» (do Convento de Santo António da Marciana) e diversos fragmentos de outras, exceto da «Quarta Partida» e da «Sexta Partida», os quais têm sido descobertos em arquivos de Braga, de Coimbra, de Lisboa e de Évora. 
Existem, pois, dois textos completos atualmente no ANTT: Primeira Partida (é o nª 2 do Núcleo Antigo, editado em 1980 pelo INIC) e Terceira Partida (é o nª 3 do Núcleo Antigo). Foram ambos transcritos em 1799 par J. Cornide, encontrando-se essas cópias na Biblioteca da R. A. de la Historia, com as cotas respetivamente: 915612 e 915613. Como da «Primeira Partida» foram executadas duas cópias, uma ficou em Lisboa (é o nº 103 do Núcleo Antigo do ANTT).  Além destes textos completos, existem fragmentos destas e doutras Partidas. Assim:
1.	Da «Primeira Partida»: 1 fragmento no ANTT (é o nº 1 da Colegiada de Santa Iria, publicado em 1980) constituído por Tit. XIX, lei 21; Tit. XX, leis 1 e 2; Tit. XXII, leis 5, 6, 7, 8.
2.	Da «Segunda Partida»: 3 fragmentos, um no ANTT (Tit. XX, leis 3, 4; Tit. XXI, leis 10, 11) e dois no Arquivo Distrital de Braga (Tit. XXVI, leis 10 a 18 — publicado juntamente com o anterior em 1987; Tit. XIII, leis 22 e 24; Tit. XVI, leis 2, 3, 4).
3.	Da «Terceira Partida»: 5 fragmentos, um no ANTT (Tit. V, leis 17 e 21; Tit. VII, leis 8 a 11 — publicado em 1980), um no Arquivo Paroquial de S. João do Souto, Braga (Tit. XVIII, leis 59, 60, 61, 69, 70 — publicado em 1985) e três no Arquivo Distrital de Braga (Tit. VIII, leis 7, 8; Tit. IX, Leis 1 e 2; Tit. X, leis 1,8: Tit. XI, leis 1, 2 — a publicar na homenagem a Celso Cunha; Tit. XVI, leis 36 a 40; Tit. XVII, leis 2 a 6— publicado em 1980; Tit. XIX, leis 3, 4, 5 — não publicado por ilegível, mas referenciado em 1984).
4.	Da «Sétima Partida»: 1 fragmento no Arquivo Distrital de Évora (Tit. XXX. leis 7 a 10; Tit. XXXI, leis 1 a 11: Tit. XXXII, leis 1, 2).
A existência destes fragmentos e porventura doutros ainda desconhecidos é um sinal inequívoco da amplia divulgação deste texto jurídico que outros não terão tido, como o «Foro Real», por exemplo. Testemunham claramente a difusão e o uso da obra entre nós, resultante da necessidade de tornar extensivo a todo o Portugal, e em língua romance, um código importante para o bom regimento do reino, o que implicava a existê",Indisputada,Direito,Ordenamento jurídico ibérico,Não aplicável,"Afonso X, Rei de Castela","Rei de Leão e Castela, conhecido por O Sábio. Nascido em 1221 em Toledo, falecido em Sevilha em 1284; rei a partir de 1252. Foi eleito imperador de jure do Sacro Império Romano-Germânico, ainda que não tenha chegado a exercer o cargo de facto. Teve uma importante atividade de fomento às artes e à cultura, apesar de a sua época estar marcada por contendas políticas e religiosas. A figura de Afonso X está no centro da atividade poética ibérica do século XIII, por ele encorajada e patrocinada antes de ser por ele próprio praticada: a sua corte foi o lugar de encontro de um grande número dos poetas galego-portugueses mais representativos e de muitos trovadores provençais, que encontraram em Afonso X não só o patrono como também o inteligente e interessado interlocutor para questões requintadamente literárias e científicas. Além da poesia lírica, destacam-se as suas contribuições para o direito, a organização das «Partidas» e do «Foro real», e para a historiografia, com as edições da «Primeira Cronica General» e da «General Estoria». Foi em seu torno, e sobre os seus auspícios, que se desenvolveu a famosa escola de Toledo, centro de inúmeras traduções.",Compilador,1,Península Ibérica (Castela),Toledo,39° 51′ 46″ N,4° 1′ 38″ W,Não aplicável,Jurídica,Indisputada,Idade Média Central (XI-XIII),1221,1284,
JOA002,D. João I,1358-1433,Rei de Portugal,1385-1433,Por classificar,Regimento de Príncipes,Regimento de Príncipes,,,,Literatura didática,Ética cavaleiresca,,Gil de Roma,,Por classificar,1,Península Itálica,Roma,41° 53′ 24″ N,12° 28′ 58″ E,,Técnica,,Baixa Idade Média (XIV-XV),,,
JOA009,D. João I,1358-1433,Rei de Portugal,1385-1433,Por classificar,"Livro da Cetraria, que foi d'el-Rei Dom João I",Livro de Cetraria,,,,Cinegética,,,Juan Manuel,,Por classificar,1,Península Ibérica (Castela),Escalona,40° 10′ 0″ N,4° 25′ 0″ W,,Técnica,,Baixa Idade Média (XIV-XV),,,
JOA008,D. João I,1358-1433,Rei de Portugal,1385-1433,Por classificar,Livro da Montaria,Livro de Montaria,,,,Cinegética,Prática cavaleiresca,,"João I (D.), rei de Portugal",,Por classificar,1,Península Ibérica (Portugal),Lisboa,38° 42′ 49″ N,9° 8′ 21″ W,,Técnica,,Baixa Idade Média (XIV-XV),,,
JOA007,D. João I,1358-1433,Rei de Portugal,1385-1433,Por classificar,Salmos certos para finados,Salmos para finados,,,,Liturgia,,,Anónimo (Geral),,Por classificar,1,Desconhecido,Desconhecido,Não Aplicável,Não Aplicável,,Espiritualidade e religiosidade,,Baixa Idade Média (XIV-XV),,,
JOA006,D. João I,1358-1433,Rei de Portugal,1385-1433,Por classificar,Livro das horas de Santa Maria,Livro das Horas de Santa Maria,,,,Liturgia,,,Anónimo (Geral),,Por classificar,1,Desconhecido,Desconhecido,Não Aplicável,Não Aplicável,,Espiritualidade e religiosidade,,Baixa Idade Média (XIV-XV),,,
JOA005,D. João I,1358-1433,Rei de Portugal,1385-1433,Por classificar,Livro de Orações de uso do rei D. Fernando,Livro de Orações (genérico),,,,Liturgia,,,Anónimo (Baixa Idade Média),,Por classificar,1,Desconhecido,Desconhecido,Não Aplicável,Não Aplicável,,Espiritualidade e religiosidade,,Baixa Idade Média (XIV-XV),,,
JOA004,D. João I,1358-1433,Rei de Portugal,1385-1433,Por classificar,A Confissão do Amante,A Confissão do Amante (Confessio Amantis),,,,Contos morais e exemplares,,,John Gower,,Autor,1,Ilhas Britânicas,Kent,51° 15′ 0″ N,0° 45′ 0″ E,,Moralidades,,Baixa Idade Média (XIV-XV),,,
JOA003,D. João I,1358-1433,Rei de Portugal,1385-1433,Por classificar,Historia geral de Hespanha,Historia Geral de Espanha,,,,Historiografia,,,Rodrigo Jiménez de Rada,,Por classificar,1,Península Ibérica,Puente la Reina,42° 40′ 0″ N,1° 46′ 0″ W,,História,,Idade Média Central (XI-XIII),,,
JOA001,D. João I,1358-1433,Rei de Portugal,1385-1433,Por classificar,Demanda do Santo Graal,Demanda do Santo Graal,Não aplicável,"Demanda roda em torno da figura de Galaad (Galaaz), o cavaleiro virgem e sem mácula, nascido do adultério de Lancelote com a filha do rei Pelles. Quando o romance começa. Galaad é armado cavaleiro pelo pai e chega a carte de Camelot no Pentecostes. Depois de vencer as provas da Seeda (assento) Perigosa e da Espada do Padrão, dá-se início a demanda (busca) do Santo Graal. em que participam todos os cavaleiros da Mesa Redonda. ainda que apenas três. Galaad. Boorz e Perseval. consigam chegar ao termo. Passadas muitas aventuras, chegam ao castelo de Orberic, onde encontram Pellean, o Rei Tolheito, acompanhado pelo Graal e pela Lança que sangra. Galaad entorna três gotas de sangue nas coxas do rei, que fica sarado. Embarca depois, com os seus companheiros, para Sarras, onde é coroado rei. José de Arimateia desce do céu para celebrar urna missa, durante a qua! desvenda a Galaad os últimos mistérios do Graal, que só ele podia contemplar. Galaad morre logo a seguir, enquanto uma mão transporta o Graal para o céu. Seguem-se as desgraças de Camelot: o rei Artur descobre o adultério da mulher com Lancelote, Mordred tenta usurpar o trono de Artur e ferem-se de morte mutuamente. Artur parte pelo mar fora, o rei Mars toma Camelot e destrói a Mesa Redonda.",Indisputada,Matéria da Bretanha,Matéria da Bretanha,Não aplicável,Anónimo (Idade Média Central),,Autor,1,Desconhecido,Desconhecido,Não Aplicável,Não Aplicável,Não aplicável,Novelas de cavalaria,Indisputada,Idade Média Central (XI-XIII),,,
JOA018C,D. João I,1358-1433,Rei de Portugal,1385-1433,Por classificar,Epistolas de S. Paulo,Epístolas Paulinas,,,,Bíblia / Escrituras,,,Saulo de Tarso (Paulo de Tarso),,Por classificar,1,Península Itálica,Tarso,36° 55′ 0″ N,34° 53′ 0″ E,,Espiritualidade e religiosidade,Indisputada,Antiguidade Clássica (V aC-III),,,
JOA010,D. João I,1358-1433,Rei de Portugal,1385-1433,Por classificar,"Agricultura, , que foi d'el-Rei Dom João I",Sobre a Agricultura (De re rustica),,,,Agricultura,Agronomia romana,,Columela (Lucius Junius Moderatus Columella),,Autor,1,Península Ibérica,Gades (atual Cádis),36° 31′ 0″ N,6° 17′ 0″ W,,Técnica,Indisputada,Antiguidade Clássica (V aC-III),,,
LEO054,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário,quatro Diurnaes,Por classificar,,,,Por classificar,,,Por classificar,,Autor,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Por classificar,,Indeterminada,,,
LEO055,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário,quatro Diurnaes,Por classificar,,,,Por classificar,,,Por classificar,,Autor,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Por classificar,,Indeterminada,,,
LEO056,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário,quatro Diurnaes,Por classificar,,,,Por classificar,,,Por classificar,,Autor,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Por classificar,,Indeterminada,,,
LEO057,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário,quatro Diurnaes,Por classificar,,,,Por classificar,,,Por classificar,,Autor,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Por classificar,,Indeterminada,,,
LEO058,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário,Stimulus amoris,Por classificar,,,,Por classificar,,,Por classificar,,Autor,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Por classificar,,Indeterminada,,,
LEO059,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário,Sermones iiij novissimorum,Por classificar,,,,Por classificar,,,Por classificar,,Autor,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Por classificar,,Indeterminada,,,
